nconst,primary_name,birth_year,death_year
nm0000750,Jon Amiel,1948,
nm0000751,Suzy Amis,1962,
nm0000752,Judith Anderson,1897,1992
nm0000754,Kevin Anderson,1960,
nm0000755,Lindsay Anderson,1923,1994
nm0000756,Loni Anderson,1945,2025
nm0000757,Melissa Sue Anderson,1962,
nm0000758,Melody Anderson,1955,
nm0000759,Paul Thomas Anderson,1970,
nm0000760,Richard Dean Anderson,1950,
nm0000761,Bibi Andersson,1935,2019
nm0000762,Anthony Andrews,1948,
nm0000763,Dana Andrews,1909,1992
nm0000764,André René Roussimoff,1946,1993
nm0000765,Pier Angeli,1932,1971
nm0000766,Theodoros Angelopoulos,1935,2012
nm0000767,Jean-Hugues Anglade,1955,
nm0000768,Francesca Annis,1945,
nm0000769,Susan Anspach,1942,2018
nm0000770,David Anspaugh,1946,
nm0000771,Lysette Anthony,1963,
nm0000772,Susan Anton,1950,
nm0000774,Michelangelo Antonioni,1912,2007
nm0000775,Christina Applegate,1971,
nm0000776,Michael Apted,1941,2021
nm0000777,Gregg Araki,1959,
nm0000778,Alfonso Arau,1932,
nm0000779,Roscoe 'Fatty' Arbuckle,1887,1933
nm0000780,Denys Arcand,1941,
nm0000781,Eve Arden,1908,1990
nm0000782,Asia Argento,1975,
nm0000783,Dario Argento,1940,
nm0000784,Pedro Armendáriz,1912,1963
nm0000786,George Armitage,1942,2025
nm0000787,Bess Armstrong,1953,
nm0000788,Gillian Armstrong,1950,
nm0000789,Desi Arnaz,1917,1986
nm0000790,James Arness,1923,2011
nm0000791,Jack Arnold,1912,1992
nm0000792,Tom Arnold,1959,
nm0000793,Alexis Arquette,1969,2016
nm0000794,Lewis Arquette,1935,2001
nm0000795,Jean Arthur,1900,1991
nm0000796,Dana Ashbrook,1967,
nm0000797,Hal Ashby,1929,1988
nm0000798,Linden Ashby,1960,
nm0000799,Edward Asner,1929,2021
nm0000800,Armand Assante,1949,
nm0000801,Olivier Assayas,1955,
nm0000802,Mary Astor,1906,1987
nm0000803,Christopher Atkins,1961,
nm0000804,Stéphane Audran,1932,2018
nm0000805,Claudine Auger,1941,2019
nm0000806,Bille August,1948,
nm0000807,Jane Austen,1775,1817
nm0000808,Paul Auster,1947,2024
nm0000809,Daniel Auteuil,1950,
nm0000811,Frankie Avalon,1940,
nm0000812,Roger Avary,1965,
nm0000814,John G. Avildsen,1935,2017
nm0000815,Mili Avital,1972,
nm0000816,Jon Avnet,1949,
nm0000817,Lew Ayres,1908,1996
nm0000818,Shabana Azmi,1950,
nm0000819,Barbara Bach,1946,
nm0000820,Burt Bacharach,1928,2023
nm0000821,Amitabh Bachchan,1942,
nm0000822,Jim Backus,1913,1989
nm0000823,Angelo Badalamenti,1937,2022
nm0000824,John Badham,1939,
nm0000825,Mary Badham,1952,
nm0000826,Jane Badler,1953,
nm0000827,Maxine Bahns,1969,
nm0000828,Barbara Bain,1931,
nm0000829,Stuart Baird,1947,
nm0000832,Diane Baker,1938,
nm0000833,Joe Don Baker,1936,2025
nm0000834,Kathy Baker,1950,
nm0000835,Ralph Bakshi,1938,
nm0000836,Scott Bakula,1954,
nm0000837,Bob Balaban,1945,
nm0000838,Daniel Baldwin,1960,
nm0000839,Ina Balin,1937,1990
nm0000840,Lucille Ball,1911,1989
nm0000841,Michael Ballhaus,1935,2017
nm0000842,Martin Balsam,1919,1996
nm0000843,Anne Bancroft,1931,2005
nm0000845,Tallulah Bankhead,1902,1968
nm0000846,Ian Bannen,1928,1999
nm0000848,Olivia Barash,,
nm0000849,Javier Bardem,1969,
nm0000850,Clive Barker,1952,
nm0000852,Jean-Marc Barr,1960,
nm0000853,Bruno Barreto,1955,
nm0000854,Majel Barrett,1932,2008
nm0000855,Raymond J. Barry,1939,
nm0000856,Ethel Barrymore,1879,1959
nm0000857,John Drew Barrymore,1932,2004
nm0000858,John Barrymore,1882,1942
nm0000859,Lionel Barrymore,1878,1954
nm0000860,Paul Bartel,1938,2000
nm0000861,Freddie Bartholomew,1924,1992
nm0000862,Robin Bartlett,1951,
nm0000863,Billy Barty,1924,2000
nm0000864,Mikhail Baryshnikov,1948,
nm0000865,Richard Basehart,1914,1984
nm0000866,Saul Bass,1920,1996
nm0000867,Jason Bateman,1969,
nm0000868,Justine Bateman,1966,
nm0000869,Alan Bates,1934,2003
nm0000870,Kathy Bates,1948,
nm0000871,Randall Batinkoff,1968,
nm0000872,Patrick Bauchau,,
nm0000873,Belinda Bauer,1950,
nm0000874,Steven Bauer,1956,
nm0000875,L. Frank Baum,1856,1919
nm0000876,Noah Baumbach,1969,
nm0000877,Lamberto Bava,1944,
nm0000878,Mario Bava,1914,1980
nm0000879,Anne Baxter,1923,1985
nm0000880,Meredith Baxter,1947,
nm0000881,Michael Bay,1965,
nm0000882,Nathalie Baye,1948,2026
nm0000883,Stephanie Beacham,1947,
nm0000884,Jennifer Beals,1963,
nm0000885,Ned Beatty,1937,2021
nm0000886,Warren Beatty,1937,
nm0000887,Harold Becker,1928,
nm0000888,Meret Becker,1969,
nm0000889,Bonnie Bedelia,1948,
nm0000890,Noah Beery Jr.,1913,1994
nm0000891,Wallace Beery,1885,1949
nm0000892,Jason Beghe,1960,
nm0000893,Ed Begley Jr.,1949,
nm0000894,Jean-Jacques Beineix,1946,2022
nm0000895,Barbara Bel Geddes,1922,2005
nm0000896,Harry Belafonte,1927,2023
nm0000897,Ralph Bellamy,1904,1991
nm0000898,Kathleen Beller,1956,
nm0000899,Monica Bellucci,1964,
nm0000900,Pamela Bellwood,1944,
nm0000901,Jean-Paul Belmondo,1933,2021
nm0000902,Jim Belushi,1954,
nm0000903,Brian Benben,1956,
nm0000904,William Bendix,1906,1964
nm0000905,Roberto Benigni,1952,
nm0000906,Annette Bening,1958,
nm0000907,Richard Benjamin,1938,
nm0000908,David Bennent,1966,
nm0000909,Constance Bennett,1904,1965
nm0000910,Joan Bennett,1910,1990
nm0000911,Nigel Bennett,1949,
nm0000912,Jack Benny,1894,1974
nm0000913,Robby Benson,1956,
nm0000914,Robert Benton,1932,2025
nm0000915,Bruce Beresford,1940,
nm0000916,Peter Berg,1964,
nm0000917,Polly Bergen,1930,2014
nm0000918,Helmut Berger,1944,2023
nm0000919,Senta Berger,1941,
nm0000920,Patrick Bergin,1951,
nm0000921,Andrew Bergman,1945,
nm0000922,Sandahl Bergman,1951,
nm0000924,Elizabeth Berkley,1972,
nm0000925,Steven Berkoff,1937,
nm0000926,Milton Berle,1908,2002
nm0000927,Irving Berlin,1888,1989
nm0000928,Sandra Bernhard,1955,
nm0000929,Corbin Bernsen,1954,
nm0000930,Elmer Bernstein,1922,2004
nm0000931,Elizabeth Berridge,1962,
nm0000932,Halle Berry,1966,
nm0000933,Valerie Bertinelli,1960,
nm0000934,Bernardo Bertolucci,1941,2018
nm0000935,Bibi Besch,1942,1996
nm0000936,Martine Beswick,1941,
nm0000937,Richard Beymer,1939,
nm0000938,Daniela Bianchi,1942,
nm0000939,Adrian Biddle,1952,2005
nm0000940,Bigas Luna,1946,2013
nm0000941,Kathryn Bigelow,1951,
nm0000942,Theodore Bikel,1924,2015
nm0000943,Traci Bingham,1968,
nm0000944,Antonia Bird,1951,2013
nm0000945,Jane Birkin,1946,2023
nm0000946,Whit Bissell,1909,1996
nm0000947,Karen Black,1939,2013
nm0000948,Shane Black,1961,
nm0000949,Cate Blanchett,1969,
nm0000950,Brenda Blethyn,1946,
nm0000951,Joan Blondell,1906,1979
nm0000952,Hart Bochner,1956,
nm0000953,Peter Bogdanovich,1939,2022
nm0000954,Jon Bon Jovi,1962,
nm0000955,Ward Bond,1903,1960
nm0000956,Lisa Bonet,1967,
nm0000957,Jan de Bont,1943,
nm0000958,John Boorman,1933,
nm0000959,Powers Boothe,1948,2017
nm0000960,Barry Bostwick,1945,
nm0000961,Timothy Bottoms,1951,
nm0000962,Carole Bouquet,1957,
nm0000963,Stephen Boyd,1931,1977
nm0000964,Charles Boyer,1899,1978
nm0000965,Danny Boyle,1956,
nm0000966,Lorraine Bracco,1954,
nm0000967,Eric Braeden,1941,
nm0000968,Sonia Braga,1950,
nm0000969,Lillo Brancato,1976,
nm0000970,Jonathan Brandis,1976,2003
nm0000971,Nicoletta Braschi,1960,
nm0000972,Tinto Brass,1933,
nm0000973,Benjamin Bratt,,
nm0000974,Walter Brennan,1894,1974
nm0000975,Robert Bresson,1901,1999
nm0000976,Martin Brest,1951,
nm0000977,Beau Bridges,1941,
nm0000978,Lloyd Bridges,1913,1998
nm0000979,Wilford Brimley,1934,2020
nm0000980,Jim Broadbent,1949,
nm0000981,James Brolin,1940,
nm0000982,Josh Brolin,1968,
nm0000983,Albert Brooks,1947,
nm0000984,Avery Brooks,1948,
nm0000985,James L. Brooks,1940,
nm0000986,Bryan Brown,1947,
nm0000987,Jim Brown,1936,2023
nm0000988,Jerry Bruckheimer,1943,
nm0000989,Yul Brynner,1920,1985
nm0000990,Betty Buckley,1947,
nm0000991,Geneviève Bujold,1942,
nm0000992,Billie Burke,1884,1970
nm0000993,Carol Burnett,1933,
nm0000994,Raymond Burr,1917,1993
nm0000995,Ellen Burstyn,1932,
nm0000996,LeVar Burton,1957,
nm0000997,Gary Busey,1944,
nm0000998,Jake Busey,1971,
nm0000999,Red Buttons,1919,2006
nm0001001,James Caan,1940,2022
nm0001002,Dean Cain,1966,
nm0001003,Simon Callow,1949,
nm0001004,Billy Campbell,1959,
nm0001005,Jane Campion,1954,
nm0001006,John Candy,1950,1994
nm0001007,Dyan Cannon,1937,
nm0001008,Frank Capra,1897,1991
nm0001009,Kate Capshaw,1953,
nm0001010,Capucine,1928,1990
nm0001011,Irene Cara,1959,2022
nm0001012,Claudia Cardinale,1938,2025
nm0001013,Harry Carey Jr.,1921,2012
nm0001014,Mariah Carey,1969,
nm0001015,Robert Carlyle,1961,
nm0001016,David Carradine,1936,2009
nm0001017,John Carradine,1906,1988
nm0001018,Keith Carradine,1949,
nm0001019,Robert Carradine,1954,2026
nm0001020,Katrin Cartlidge,1961,2002
nm0001021,Veronica Cartwright,1949,
nm0001022,Dana Carvey,1955,
nm0001023,John Cassavetes,1929,1989
nm0001024,Nick Cassavetes,1959,
nm0001025,Seymour Cassel,1935,2019
nm0001026,Joanna Cassidy,,
nm0001027,Shaun Cassidy,1958,
nm0001028,Maxwell Caulfield,1959,
nm0001029,Jim Caviezel,1968,
nm0001030,John Cazale,1935,1978
nm0001031,Claude Chabrol,1930,2010
nm0001032,Marilyn Chambers,1952,2009
nm0001033,Lon Chaney Jr.,1906,1973
nm0001034,Rosalind Chao,,
nm0001035,Ben Chaplin,1970,
nm0001036,Geraldine Chaplin,1944,
nm0001037,Graham Chapman,1941,1989
nm0001038,Josh Charles,1971,
nm0001040,Joan Chen,1961,
nm0001041,Maggie Cheung,1964,
nm0001042,Lois Chiles,1947,
nm0001043,Anna Chlumsky,1980,
nm0001044,Rae Dawn Chong,1961,
nm0001045,Tommy Chong,1938,
nm0001046,Julie Christie,1940,
nm0001047,Michael Cimino,1939,2016
nm0001048,Andrew Dice Clay,1957,
nm0001049,Jill Clayburgh,1944,2010
nm0001050,Montgomery Clift,1920,1966
nm0001051,Bill Clinton,1946,
nm0001052,Kurt Cobain,1967,1994
nm0001053,Ethan Coen,1957,
nm0001054,Joel Coen,1954,
nm0001055,Claudette Colbert,1903,1996
nm0001056,Dabney Coleman,1932,2024
nm0001057,Toni Collette,1972,
nm0001058,Joan Collins,1933,
nm0001059,Robbie Coltrane,1950,2022
nm0001060,Chris Columbus,1958,
nm0001061,Holly Marie Combs,1973,
nm0001062,Jeffrey Combs,1954,
nm0001063,Jeff Conaway,1950,2011
nm0001064,Jason Connery,1963,
nm0001065,Harry Connick Jr.,1967,
nm0001066,Robert Conrad,1935,2020
nm0001067,Jackie Coogan,1914,1984
nm0001068,Sofia Coppola,1971,
nm0001069,Bud Cort,1948,2026
nm0001070,Bill Cosby,1937,
nm0001072,Joseph Cotten,1905,1994
nm0001073,Courteney Cox,1964,
nm0001074,Ronny Cox,1938,
nm0001075,Peter Coyote,1941,
nm0001076,Joan Crawford,1906,1977
nm0001077,Richard Crenna,1926,2003
nm0001078,Bing Crosby,1903,1977
nm0001079,Scatman Crothers,1910,1986
nm0001080,Lindsay Crouse,1948,
nm0001081,Cameron Crowe,1957,
nm0001082,Billy Crudup,1968,
nm0001083,Jon Cryer,1965,
nm0001084,Ice Cube,1969,
nm0001085,Kieran Culkin,1982,
nm0001086,Alan Cumming,1965,
nm0001087,Lee Curreri,1961,
nm0001088,Peter Cushing,1913,1994
nm0001089,Henry Czerny,1959,
nm0001090,Joe D'Amato,1936,1999
nm0001091,Patti D'Arbanville,1951,
nm0001092,Mark Dacascos,,
nm0001093,John Dahl,1956,
nm0001094,Roald Dahl,1916,1990
nm0001095,Béatrice Dalle,1964,
nm0001096,Timothy Dalton,1946,
nm0001097,Charles Dance,1946,
nm0001098,Rodney Dangerfield,1921,2004
nm0001099,Jeff Daniels,1955,
nm0001100,Blythe Danner,1943,
nm0001101,Ted Danson,1947,
nm0001102,Joe Dante,1946,
nm0001103,Tony Danza,1951,
nm0001104,Frank Darabont,1959,
nm0001105,Linda Darnell,1923,1965
nm0001107,Stacey Dash,1967,
nm0001108,Robert Davi,1951,
nm0001109,Jaye Davidson,1968,
nm0001110,Embeth Davidtz,1965,
nm0001111,Jeremy Davies,1969,
nm0001112,Andrew Davis,1946,
nm0001113,Brad Davis,1949,1991
nm0001114,Judy Davis,1955,
nm0001115,Ossie Davis,1917,2005
nm0001116,Warwick Davis,1970,
nm0001117,Bruce Davison,1946,
nm0001118,Pam Dawber,1951,
nm0001119,Yvonne De Carlo,1922,2007
nm0001120,Vittorio De Sica,1901,1974
nm0001121,Brandon De Wilde,1942,1972
nm0001122,Ellen DeGeneres,1958,
nm0001123,Dom DeLuise,1933,2009
nm0001124,Cecil B. DeMille,1881,1959
nm0001125,Benicio Del Toro,1967,
nm0001126,Kim Delaney,1958,
nm0001127,Dana Delany,,
nm0001128,Alain Delon,1935,2024
nm0001129,Jonathan Demme,1944,2017
nm0001130,Ted Demme,1963,2002
nm0001131,Patrick Dempsey,1966,
nm0001132,Judi Dench,1934,
nm0001133,Brian Dennehy,1938,2020
nm0001134,Bob Denver,1935,2005
nm0001135,John Derek,1926,1998
nm0001136,Bruce Dern,1936,
nm0001137,William Devane,1939,
nm0001138,Susan Dey,1952,
nm0001139,Tom DiCillo,1953,
nm0001140,Philip K. Dick,1928,1982
nm0001141,Angie Dickinson,1931,
nm0001142,Uschi Digard,1948,
nm0001143,Kevin Dillon,1965,
nm0001144,Céline Dion,1968,
nm0001145,Divine,1945,1988
nm0001146,Donna Dixon,1957,
nm0001147,Shannen Doherty,1971,2024
nm0001149,Richard Donner,1930,2021
nm0001150,James Doohan,1920,2005
nm0001151,Stephen Dorff,1973,
nm0001152,Illeana Douglas,1961,
nm0001153,Lesley-Anne Down,1954,
nm0001154,Michael Dudikoff,,
nm0001155,Patrick Duffy,1949,
nm0001156,Olympia Dukakis,1931,2021
nm0001157,Patty Duke,1946,2016
nm0001158,Keir Dullea,1936,
nm0001159,Faye Dunaway,1941,
nm0001160,Adrian Dunbar,1958,
nm0001161,Dominique Dunne,1959,1982
nm0001162,Griffin Dunne,1955,
nm0001163,Roy Dupuis,1963,
nm0001164,Charles Durning,1923,2012
nm0001165,Charles S. Dutton,1951,
nm0001166,James Duval,1972,
nm0001167,Shelley Duvall,1949,2024
nm0001168,Bob Dylan,1941,
nm0001169,George Dzundza,1945,
nm0001170,Roger Ebert,1942,2013
nm0001171,Buddy Ebsen,1908,2003
nm0001172,Christopher Eccleston,1964,
nm0001173,Aaron Eckhart,1968,
nm0001174,Barbara Eden,,
nm0001175,Blake Edwards,1922,2010
nm0001176,Nicole Eggert,1972,
nm0001177,Chris Eigeman,1965,
nm0001178,Sergei Eisenstein,1898,1948
nm0001179,Anita Ekberg,1931,2015
nm0001180,Britt Ekland,1942,
nm0001181,Jack Elam,1920,2003
nm0001182,Carmen Electra,1972,
nm0001183,Bodhi Elfman,1969,
nm0001184,Jenna Elfman,1971,
nm0001185,Hector Elizondo,1936,
nm0001186,Denholm Elliott,1922,1992
nm0001187,Noah Emmerich,1965,
nm0001188,Nora Ephron,1941,2012
nm0001189,Gabriel Yared,1949,
nm0001190,David Prowse,1935,2020
nm0001191,Adam Sandler,1966,
nm0001193,Shelley Fabares,1944,
nm0001194,Jeff Fahey,1952,
nm0001195,Douglas Fairbanks Jr.,1909,2000
nm0001196,Douglas Fairbanks,1883,1939
nm0001197,Anna Falchi,1972,
nm0001198,Debrah Farentino,1959,
nm0001199,Dennis Farina,1944,2013
nm0001200,Gary Farmer,1953,
nm0001201,Mia Farrow,1945,
nm0001202,Rainer Werner Fassbinder,1945,1982
nm0001203,William Faulkner,1897,1962
nm0001204,Marty Feldman,1934,1982
nm0001205,Norman Fell,1924,1998
nm0001206,Abel Ferrara,1951,
nm0001207,José Ferrer,1912,1992
nm0001208,Miguel Ferrer,1955,2017
nm0001209,William Fichtner,1956,
nm0001210,Chelsea Field,1957,
nm0001211,W.C. Fields,1880,1946
nm0001212,Joseph Fiennes,1970,
nm0001213,Harvey Fierstein,1952,
nm0001214,Mike Figgis,1948,
nm0001215,Albert Finney,1936,2019
nm0001216,Tara Fitzgerald,1967,
nm0001217,Fionnula Flanagan,1941,
nm0001218,Sean Patrick Flanery,1965,
nm0001219,Gary Fleder,1965,
nm0001220,Ian Fleming,1908,1964
nm0001221,Louise Fletcher,1934,2022
nm0001222,Calista Flockhart,1964,
nm0001223,Lara Flynn Boyle,1970,
nm0001224,Errol Flynn,1909,1959
nm0001225,Nina Foch,1924,2008
nm0001226,James Foley,1953,2025
nm0001227,Megan Follows,1968,
nm0001228,Peter Fonda,1940,2019
nm0001229,Glenn Ford,1916,2006
nm0001231,Claire Forlani,1971,
nm0001232,Miloš Forman,1932,2018
nm0001233,Robert Forster,1941,2019
nm0001234,John Forsythe,1918,2010
nm0001235,William Forsythe,1955,
nm0001236,Meg Foster,1948,
nm0001238,Jesús Franco,1930,2013
nm0001239,John Frankenheimer,1930,2002
nm0001240,Dennis Franz,1944,
nm0001241,Stephen Frears,1941,
nm0001242,Matt Frewer,1958,
nm0001243,William Friedkin,1935,2023
nm0001244,Sadie Frost,1965,
nm0001245,Mira Furlan,1955,2021
nm0001246,Dan Futterman,1967,
nm0001247,Eva Gabor,1919,1995
nm0001248,Zsa Zsa Gabor,1917,2016
nm0001249,Monique Gabrielle,1962,
nm0001250,Charlotte Gainsbourg,1971,
nm0001251,Peter Gallagher,1955,
nm0001252,Vincent Gallo,1961,
nm0001253,Mason Gamble,1986,
nm0001254,James Gandolfini,1961,2013
nm0001255,Victor Garber,1949,
nm0001256,Greta Garbo,1905,1990
nm0001257,Ava Gardner,1922,1990
nm0001258,James Garner,1928,2014
nm0001259,Jennie Garth,1972,
nm0001260,John Gavin,1931,2018
nm0001261,Rebecca Gayheart,1971,
nm0001262,Ben Gazzara,1930,2012
nm0001263,Jason Gedrick,,
nm0001264,Sarah Michelle Gellar,1977,
nm0001265,Susan George,1950,
nm0001266,Gil Gerard,1943,2025
nm0001267,Balthazar Getty,1975,
nm0001268,Estelle Getty,1923,2008
nm0001269,Cynthia Gibb,1963,
nm0001270,Brian Gibson,1944,2004
nm0001271,Melissa Gilbert,1964,
nm0001272,Annabeth Gish,1971,
nm0001273,Lillian Gish,1893,1993
nm0001274,Paul Michael Glaser,1943,
nm0001275,Philip Glass,1937,
nm0001276,Jackie Gleason,1916,1987
nm0001277,Scott Glenn,1939,
nm0001278,John Glover,1944,
nm0001279,William Goldman,1931,2018
nm0001280,Jenette Goldstein,1960,
nm0001281,Bobcat Goldthwait,1962,
nm0001282,Tony Goldwyn,1960,
nm0001283,Louis Gossett Jr.,1936,2024
nm0001284,Michael Gough,1916,2011
nm0001285,Elliott Gould,1938,
nm0001286,Elizabeth Gracen,1961,
nm0001287,Heather Graham,1970,
nm0001288,Kelsey Grammer,1955,
nm0001289,Stewart Granger,1913,1993
nm0001290,Richard E. Grant,1957,
nm0001291,Rupert Graves,1963,
nm0001292,Erin Gray,1950,
nm0001293,Seth Green,1974,
nm0001294,Graham Greene,1904,1991
nm0001295,Graham Greene,1952,2025
nm0001296,Lorne Greene,1915,1987
nm0001297,Joel Grey,1932,
nm0001298,Richard Grieco,1965,
nm0001299,Thomas Ian Griffith,1962,
nm0001300,John Grisham,1955,
nm0001301,Charles Grodin,1935,2021
nm0001302,Christopher Guest,1948,
nm0001303,Carla Gugino,1971,
nm0001304,Fred Gwynne,1926,1993
nm0001305,Lukas Haas,1976,
nm0001306,Larry Hagman,1931,2012
nm0001307,Stacy Haiduk,1968,
nm0001308,Alan Hale Jr.,1921,1990
nm0001309,Anthony Michael Hall,1968,
nm0001310,Kevin Peter Hall,1955,1991
nm0001311,Philip Baker Hall,1931,2022
nm0001312,Geri Halliwell-Horner,1972,
nm0001313,George Hamilton,1939,
nm0001314,John Hannah,1962,
nm0001315,Marcia Gay Harden,1959,
nm0001316,Oliver Hardy,1892,1957
nm0001317,Renny Harlin,1959,
nm0001318,Jean Harlow,1911,1937
nm0001319,Mark Harmon,1951,
nm0001320,Valerie Harper,1939,2019
nm0001321,Richard Harris,1930,2002
nm0001322,Rex Harrison,1908,1990
nm0001323,Debbie Harry,1945,
nm0001324,Ian Hart,1964,
nm0001325,Hal Hartley,1959,
nm0001326,Josh Hartnett,1978,
nm0001327,David Hasselhoff,1952,
nm0001328,Howard Hawks,1896,1977
nm0001329,Nigel Hawthorne,1929,2001
nm0001330,Sterling Hayden,1916,1986
nm0001331,Todd Haynes,1961,
nm0001332,Robert Hays,1947,
nm0001333,Susan Hayward,1917,1975
nm0001334,John Heard,1946,2017
nm0001335,Tippi Hedren,1930,
nm0001336,Van Heflin,1908,1971
nm0001337,Katherine Heigl,1978,
nm0001338,Brian Helgeland,,
nm0001339,Marg Helgenberger,1958,
nm0001340,Katherine Helmond,1929,2019
nm0001341,Florence Henderson,1934,2016
nm0001342,Jimi Hendrix,1942,1970
nm0001343,Carrie Henn,1976,
nm0001344,Gregg Henry,,
nm0001345,Jim Henson,1936,1990
nm0001346,Edward Herrmann,1943,2014
nm0001347,Barbara Hershey,1948,
nm0001348,Werner Herzog,1942,
nm0001349,Jennifer Love Hewitt,1979,
nm0001350,Benny Hill,1924,1992
nm0001351,George Roy Hill,1921,2002
nm0001352,Terence Hill,1939,
nm0001353,Walter Hill,1942,
nm0001354,Ciarán Hinds,1953,
nm0001355,Michael Hoffman,1956,
nm0001356,Hulk Hogan,1953,2025
nm0001357,Paul Hogan,1939,
nm0001358,Hal Holbrook,1925,2021
nm0001359,Sterling Holloway,1905,1992
nm0001361,Tobe Hooper,1943,2017
nm0001362,Bob Hope,1903,2003
nm0001363,Jane Horrocks,1964,
nm0001364,Bob Hoskins,1942,2014
nm0001365,Whitney Houston,1963,2012
nm0001366,Leslie Howard,1893,1943
nm0001367,C. Thomas Howell,1966,
nm0001368,Ernie Hudson,1945,
nm0001369,Rock Hudson,1925,1985
nm0001370,Finola Hughes,1959,
nm0001371,Tom Hulce,1953,
nm0001372,Bonnie Hunt,1961,
nm0001373,Linda Hunt,1945,
nm0001374,Jeffrey Hunter,1926,1969
nm0001375,Kim Hunter,1922,2002
nm0001376,Isabelle Huppert,1953,
nm0001377,Olivia Hussey,1951,2024
nm0001378,Anjelica Huston,1951,
nm0001379,John Huston,1906,1987
nm0001380,Jim Hutton,1934,1979
nm0001381,Lauren Hutton,1943,
nm0001382,Peter Hyams,1943,
nm0001383,David Hyde Pierce,1959,
nm0001384,Ice-T,1958,
nm0001385,Eric Idle,1943,
nm0001386,Natalie Imbruglia,1975,
nm0001387,Kathy Ireland,1963,
nm0001388,Amy Irving,1953,
nm0001389,Chris Isaak,1956,
nm0001390,Janet Jackson,1966,
nm0001391,Michael Jackson,1958,2009
nm0001392,Peter Jackson,1961,
nm0001393,Irène Jacob,1966,
nm0001394,Derek Jacobi,1938,
nm0001395,Richard Jaeckel,1926,1997
nm0001396,Mick Jagger,1943,
nm0001397,Brion James,1945,1999
nm0001398,Jenna Jameson,1974,
nm0001399,Marianne Jean-Baptiste,1967,
nm0001400,Michelle Johnson,1965,
nm0001401,Angelina Jolie,1975,
nm0001402,Terry Jones,1942,2020
nm0001403,Neil Jordan,1950,
nm0001404,Madeline Kahn,1942,1999
nm0001405,Janusz Kaminski,1959,
nm0001406,Carol Kane,1952,
nm0001408,Shekhar Kapur,1945,
nm0001409,Tchéky Karyo,1953,2025
nm0001410,Lawrence Kasdan,1949,
nm0001411,William Katt,1951,
nm0001412,Andy Kaufman,1949,1984
nm0001413,Julie Kavner,1950,
nm0001414,Danny Kaye,1911,1987
nm0001415,Elia Kazan,1909,2003
nm0001416,Catherine Keener,1959,
nm0001417,Brian Keith,1921,1997
nm0001418,David Keith,1954,
nm0001419,Sally Kellerman,1937,2022
nm0001420,DeForest Kelley,1920,1999
nm0001421,George Kennedy,1925,2016
nm0001422,Persis Khambatta,1948,1998
nm0001423,Richard Kiel,1939,2014
nm0001424,Udo Kier,1944,2025
nm0001425,Krzysztof Kieslowski,1941,1996
nm0001426,Ben Kingsley,1943,
nm0001427,Greg Kinnear,1963,
nm0001428,Klaus Kinski,1926,1991
nm0001429,Takeshi Kitano,1947,
nm0001430,Jack Klugman,1922,2012
nm0001431,Wayne Knight,1955,
nm0001432,Charlie Korsmo,1978,
nm0001433,Yaphet Kotto,1939,2021
nm0001434,Kris Kristofferson,1936,2024
nm0001435,Lisa Kudrow,1963,
nm0001436,Swoosie Kurtz,1944,
nm0001437,Emir Kusturica,1954,
nm0001438,Neil LaBute,1963,
nm0001439,Anthony LaPaglia,1959,
nm0001440,Cheryl Ladd,1951,
nm0001441,Christine Lahti,1950,
nm0001442,Ricki Lake,1968,
nm0001443,Hedy Lamarr,1914,2000
nm0001444,Lorenzo Lamas,1958,
nm0001445,Martin Landau,1928,2017
nm0001446,Michael Landon,1936,1991
nm0001447,Nathan Lane,1956,
nm0001448,Jessica Lange,1949,
nm0001449,Frank Langella,1938,
nm0001450,Angela Lansbury,1925,2022
nm0001451,Queen Latifah,1970,
nm0001452,Charles Laughton,1899,1962
nm0001453,Piper Laurie,1932,2023
nm0001454,Martin Lawrence,1965,
nm0001455,Matt LeBlanc,1967,
nm0001456,Kelly LeBrock,1960,
nm0001457,James Le Gros,1962,
nm0001458,Cloris Leachman,1926,2021
nm0001459,Denis Leary,1957,
nm0001460,Mimi Leder,1952,
nm0001461,Virginie Ledoyen,1976,
nm0001462,Jason Scott Lee,1966,
nm0001463,Janet Leigh,1927,2004
nm0001464,Kay Lenz,1953,
nm0001465,Elmore Leonard,1925,2013
nm0001466,Sergio Leone,1929,1989
nm0001467,Jared Leto,1971,
